Company;;ISIN;SIC Industry Name;SIC Industry Code;Update Date;ESG Score;;;;;;;;;;;;
Automatic Data Processing, Inc.;ADP.O;NULL;NULL;NULL;31/12/2021;75,51025152;;;;;;;;;;;;
Automatic Data Processing, Inc.;ADP.O;NULL;NULL;NULL;31/12/2020;80,73900547;;;;;;;;;;;;
Automatic Data Processing, Inc.;ADP.O;NULL;NULL;NULL;31/12/2019;77,91009729;;;;;;;;;;;;
Automatic Data Processing, Inc.;ADP.O;NULL;NULL;NULL;31/12/2018;68,78072834;;;;;;;;;;;;
AutoZone, Inc.;AZO;US0533321024;Auto and Home Supply Stores;5531;31/12/2023;62,31594356;;;;;;;;;;;;
AutoZone, Inc.;AZO;NULL;NULL;NULL;31/12/2022;62,29070188;;;;;;;;;;;;
AutoZone, Inc.;AZO;NULL;NULL;NULL;31/12/2021;67,18971689;;;;;;;;;;;;
AutoZone, Inc.;AZO;NULL;NULL;NULL;31/12/2020;69,75015173;;;;;;;;;;;;
AutoZone, Inc.;AZO;NULL;NULL;NULL;31/12/2019;59,32265346;;;;;;;;;;;;
AutoZone, Inc.;AZO;NULL;NULL;NULL;31/12/2018;55,64554258;;;;;;;;;;;;
AvalonBay Communities, Inc.;AVB;US0534841012;Real Estate Investment Trusts;6798;31/12/2023;64,173628;;;;;;;;;;;;
AvalonBay Communities, Inc.;AVB;NULL;NULL;NULL;31/12/2022;67,49100742;;;;;;;;;;;;
AvalonBay Communities, Inc.;AVB;NULL;NULL;NULL;31/12/2021;73,48606725;;;;;;;;;;;;
AvalonBay Communities, Inc.;AVB;NULL;NULL;NULL;31/12/2020;75,60027507;;;;;;;;;;;;
AvalonBay Communities, Inc.;AVB;NULL;NULL;NULL;31/12/2019;73,79570458;;;;;;;;;;;;
AvalonBay Communities, Inc.;AVB;NULL;NULL;NULL;31/12/2018;76,85101495;;;;;;;;;;;;
Avery Dennison Corporation;AVY;US0536111091;NULL;5065;31/12/2023;61,55595149;;;;;;;;;;;;
Avery Dennison Corporation;AVY;NULL;NULL;NULL;31/12/2022;75,73237912;;;;;;;;;;;;
Avery Dennison Corporation;AVY;NULL;NULL;NULL;31/12/2021;72,3954535;;;;;;;;;;;;
Avery Dennison Corporation;AVY;NULL;NULL;NULL;31/12/2020;55,34332619;;;;;;;;;;;;
Avery Dennison Corporation;AVY;NULL;NULL;NULL;31/12/2019;56,35837325;;;;;;;;;;;;
Avery Dennison Corporation;AVY;NULL;NULL;NULL;31/12/2018;54,60795001;;;;;;;;;;;;
Axon Enterprise, Inc.;AXON.O;US05464C1018;NULL;2851;31/12/2023;35,46281715;;;;;;;;;;;;
Axon Enterprise, Inc.;AXON.O;NULL;NULL;NULL;31/12/2022;39,48160395;;;;;;;;;;;;
Axon Enterprise, Inc.;AXON.O;NULL;NULL;NULL;31/12/2021;34,7235966;;;;;;;;;;;;
Axon Enterprise, Inc.;AXON.O;NULL;NULL;NULL;31/12/2020;38,42799593;;;;;;;;;;;;
Axon Enterprise, Inc.;AXON.O;NULL;NULL;NULL;31/12/2019;24,60902508;;;;;;;;;;;;
Axon Enterprise, Inc.;AXON.O;NULL;NULL;NULL;31/12/2018;23,0174488;;;;;;;;;;;;
Baker Hughes Company;BKR.O;US05722G1004;Oil and Gas Field Machinery and Equipment;3533;31/12/2023;86,080251;;;;;;;;;;;;
Baker Hughes Company;BKR.O;US05722G1004;NULL;NULL;31/12/2022;87,46227155;;;;;;;;;;;;
Baker Hughes Company;BKR.O;US05722G1004;NULL;NULL;31/12/2021;89,44915301;;;;;;;;;;;;
Baker Hughes Company;BKR.O;US05722G1004;NULL;NULL;31/12/2020;88,38403013;;;;;;;;;;;;
Baker Hughes Company;BKR.O;US05722G1004;NULL;NULL;31/12/2019;81,87887784;;;;;;;;;;;;
Baker Hughes Company;BKR.O;US05722G1004;NULL;NULL;31/12/2018;85,21518403;;;;;;;;;;;;
Ball Corporation;BALL.K;US0584981064;Metal Cans;3411;31/12/2023;68,99141774;;;;;;;;;;;;
Ball Corporation;BALL.K;US0584981064;NULL;NULL;31/12/2022;73,09091427;;;;;;;;;;;;
Ball Corporation;BALL.K;US0584981064;NULL;NULL;31/12/2021;72,52863574;;;;;;;;;;;;
Ball Corporation;BALL.K;US0584981064;NULL;NULL;31/12/2020;75,37757651;;;;;;;;;;;;
Ball Corporation;BALL.K;US0584981064;NULL;NULL;31/12/2019;72,77870567;;;;;;;;;;;;
Ball Corporation;BALL.K;US0584981064;NULL;NULL;31/12/2018;75,08174112;;;;;;;;;;;;
Bath & Body Works, Inc.;BBWI.K;US0708301041;NULL;3533;03/02/2024;71,27846261;;;;;;;;;;;;
Bath & Body Works, Inc.;BBWI.K;US0708301041;NULL;NULL;28/01/2023;59,45988838;;;;;;;;;;;;
Bath & Body Works, Inc.;BBWI.K;US0708301041;NULL;NULL;29/01/2022;61,34145537;;;;;;;;;;;;
Bath & Body Works, Inc.;BBWI.K;US0708301041;NULL;NULL;30/01/2021;58,3133735;;;;;;;;;;;;
Bath & Body Works, Inc.;BBWI.K;US0708301041;NULL;NULL;01/02/2020;52,04994036;;;;;;;;;;;;
Bath & Body Works, Inc.;BBWI.K;US0708301041;NULL;NULL;02/02/2019;51,95251708;;;;;;;;;;;;
Bath & Body Works, Inc.;BBWI.K;US0708301041;NULL;NULL;03/02/2018;59,76915975;;;;;;;;;;;;
Baxter International Inc.;BAX;US0718131099;Surgical and Medical Instruments and Apparatus;3841;31/12/2023;82,07360607;;;;;;;;;;;;
Baxter International Inc.;BAX;US0718131099;NULL;NULL;31/12/2022;81,51751146;;;;;;;;;;;;
Baxter International Inc.;BAX;US0718131099;NULL;NULL;31/12/2021;83,75996306;;;;;;;;;;;;
Baxter International Inc.;BAX;US0718131099;NULL;NULL;31/12/2020;78,88272058;;;;;;;;;;;;
Baxter International Inc.;BAX;US0718131099;NULL;NULL;31/12/2019;82,96482826;;;;;;;;;;;;
Baxter International Inc.;BAX;US0718131099;NULL;NULL;31/12/2018;86,29124421;;;;;;;;;;;;
Becton, Dickinson and Company;BDX;US0758871091;Surgical and Medical Instruments and Apparatus;3841;30/09/2023;83,89766535;;;;;;;;;;;;
Becton, Dickinson and Company;BDX;US0758871091;NULL;NULL;30/09/2022;85,12572512;;;;;;;;;;;;
Becton, Dickinson and Company;BDX;US0758871091;NULL;NULL;30/09/2021;81,87500786;;;;;;;;;;;;
Becton, Dickinson and Company;BDX;US0758871091;NULL;NULL;30/09/2020;74,03471206;;;;;;;;;;;;
Becton, Dickinson and Company;BDX;US0758871091;NULL;NULL;30/09/2019;79,00251902;;;;;;;;;;;;
Becton, Dickinson and Company;BDX;US0758871091;NULL;NULL;30/09/2018;75,90035079;;;;;;;;;;;;
Best Buy Co., Inc.;BBY;US0865161014;Radio, Television, and Consumer Electronics Stores;5731;03/02/2024;82,55840629;;;;;;;;;;;;
Best Buy Co., Inc.;BBY;US0865161014;NULL;NULL;28/01/2023;81,0702895;;;;;;;;;;;;
Best Buy Co., Inc.;BBY;US0865161014;NULL;NULL;29/01/2022;80,56811622;;;;;;;;;;;;
Best Buy Co., Inc.;BBY;US0865161014;NULL;NULL;30/01/2021;77,32337419;;;;;;;;;;;;
Best Buy Co., Inc.;BBY;US0865161014;NULL;NULL;01/02/2020;69,39436085;;;;;;;;;;;;
Best Buy Co., Inc.;BBY;US0865161014;NULL;NULL;02/02/2019;85,5513982;;;;;;;;;;;;
Best Buy Co., Inc.;BBY;US0865161014;NULL;NULL;03/02/2018;85,34750722;;;;;;;;;;;;
Bio-Rad Laboratories, Inc.;BIO;US0905722072;Laboratory Analytical Instruments;3826;31/12/2023;35,53705494;;;;;;;;;;;;
Bio-Rad Laboratories, Inc.;BIO;US0905722072;NULL;NULL;31/12/2022;52,86917774;;;;;;;;;;;;
Bio-Rad Laboratories, Inc.;BIO;US0905722072;NULL;NULL;31/12/2021;48,81701784;;;;;;;;;;;;
Bio-Rad Laboratories, Inc.;BIO;US0905722072;NULL;NULL;31/12/2020;46,01807069;;;;;;;;;;;;
Bio-Rad Laboratories, Inc.;BIO;US0905722072;NULL;NULL;31/12/2019;41,44987295;;;;;;;;;;;;
Bio-Rad Laboratories, Inc.;BIO;US0905722072;NULL;NULL;31/12/2018;39,72635956;;;;;;;;;;;;
Bio-Techne Corporation;TECH.O;US09073M1045;Biological Products, Except Diagnostic Substances;2836;30/06/2024;65,187038;;;;;;;;;;;;
Bio-Techne Corporation;TECH.O;US09073M1045;NULL;NULL;30/06/2023;68,80105169;;;;;;;;;;;;
Bio-Techne Corporation;TECH.O;US09073M1045;NULL;NULL;30/06/2022;77,62523654;;;;;;;;;;;;
Bio-Techne Corporation;TECH.O;US09073M1045;NULL;NULL;30/06/2021;64,40478302;;;;;;;;;;;;
Bio-Techne Corporation;TECH.O;US09073M1045;NULL;NULL;30/06/2020;55,93735098;;;;;;;;;;;;
Bio-Techne Corporation;TECH.O;US09073M1045;NULL;NULL;30/06/2019;63,89808109;;;;;;;;;;;;
Bio-Techne Corporation;TECH.O;US09073M1045;NULL;NULL;30/06/2018;50,05807269;;;;;;;;;;;;
Biogen Inc.;BIIB.O;US09062X1037;Biological Products, Except Diagnostic Substances;2836;31/12/2023;86,78585965;;;;;;;;;;;;
Biogen Inc.;BIIB.O;US09062X1037;NULL;NULL;31/12/2022;76,32953066;;;;;;;;;;;;
Biogen Inc.;BIIB.O;US09062X1037;NULL;NULL;31/12/2021;80,83646843;;;;;;;;;;;;
Biogen Inc.;BIIB.O;US09062X1037;NULL;NULL;31/12/2020;77,7569696;;;;;;;;;;;;
Biogen Inc.;BIIB.O;US09062X1037;NULL;NULL;31/12/2019;77,51708856;;;;;;;;;;;;
Biogen Inc.;BIIB.O;US09062X1037;NULL;NULL;31/12/2018;79,91654214;;;;;;;;;;;;
The Boeing Company;BA;US0970231058;Aircraft;3721;31/12/2023;79,65152613;;;;;;;;;;;;
The Boeing Company;BA;US0970231058;NULL;NULL;31/12/2022;81,07123333;;;;;;;;;;;;
The Boeing Company;BA;US0970231058;NULL;NULL;31/12/2021;81,95718632;;;;;;;;;;;;
The Boeing Company;BA;US0970231058;NULL;NULL;31/12/2020;79,11517605;;;;;;;;;;;;
The Boeing Company;BA;US0970231058;NULL;NULL;31/12/2019;79,49817707;;;;;;;;;;;;
The Boeing Company;BA;US0970231058;NULL;NULL;31/12/2018;79,05249883;;;;;;;;;;;;
Booking Holdings Inc.;BKNG.O;US09857L1089;NULL;4724;31/12/2023;58,27600227;;;;;;;;;;;;
Booking Holdings Inc.;BKNG.O;US09857L1089;NULL;NULL;31/12/2022;56,90719259;;;;;;;;;;;;
Booking Holdings Inc.;BKNG.O;US09857L1089;NULL;NULL;31/12/2021;57,67900249;;;;;;;;;;;;
Booking Holdings Inc.;BKNG.O;US09857L1089;NULL;NULL;31/12/2020;47,37333856;;;;;;;;;;;;
Booking Holdings Inc.;BKNG.O;US09857L1089;NULL;NULL;31/12/2019;48,76916108;;;;;;;;;;;;
Booking Holdings Inc.;BKNG.O;US09857L1089;NULL;NULL;31/12/2018;43,98402006;;;;;;;;;;;;
Boston Properties, Inc.;BXP;US1011211018;Real Estate Investment Trusts;6798;31/12/2023;74,35167601;;;;;;;;;;;;
Boston Properties, Inc.;BXP;US1011211018;NULL;NULL;31/12/2022;74,9245264;;;;;;;;;;;;
Boston Properties, Inc.;BXP;US1011211018;NULL;NULL;31/12/2021;73,11260137;;;;;;;;;;;;
Boston Properties, Inc.;BXP;US1011211018;NULL;NULL;31/12/2020;73,86386231;;;;;;;;;;;;
Boston Properties, Inc.;BXP;US1011211018;NULL;NULL;31/12/2019;65,2289869;;;;;;;;;;;;
Boston Properties, Inc.;BXP;US1011211018;NULL;NULL;31/12/2018;65,89884304;;;;;;;;;;;;
Boston Scientific Corporation;BSX;US1011371077;Surgical and Medical Instruments and Apparatus;3841;31/12/2023;81,969657;;;;;;;;;;;;
Boston Scientific Corporation;BSX;US1011371077;NULL;NULL;31/12/2022;80,94175031;;;;;;;;;;;;
Boston Scientific Corporation;BSX;US1011371077;NULL;NULL;31/12/2021;82,36772268;;;;;;;;;;;;
Boston Scientific Corporation;BSX;US1011371077;NULL;NULL;31/12/2020;82,09274743;;;;;;;;;;;;
Boston Scientific Corporation;BSX;US1011371077;NULL;NULL;31/12/2019;84,30161214;;;;;;;;;;;;
Boston Scientific Corporation;BSX;US1011371077;NULL;NULL;31/12/2018;78,10498657;;;;;;;;;;;;
Bristol-Myers Squibb Company;BMY;US1101221083;Pharmaceutical Preparations;2834;31/12/2023;70,55228427;;;;;;;;;;;;
Bristol-Myers Squibb Company;BMY;US1101221083;NULL;NULL;31/12/2022;78,91732663;;;;;;;;;;;;
Bristol-Myers Squibb Company;BMY;US1101221083;NULL;NULL;31/12/2021;83,17980136;;;;;;;;;;;;
Bristol-Myers Squibb Company;BMY;US1101221083;NULL;NULL;31/12/2020;78,93190077;;;;;;;;;;;;
Bristol-Myers Squibb Company;BMY;US1101221083;NULL;NULL;31/12/2019;78,36555225;;;;;;;;;;;;
Bristol-Myers Squibb Company;BMY;US1101221083;NULL;NULL;31/12/2018;78,50601829;;;;;;;;;;;;
Broadcom Inc.;AVGO.O;US11135F1012;Semiconductors and Related Devices;3674;29/10/2023;70,31469158;;;;;;;;;;;;
Broadcom Inc.;AVGO.O;US11135F1012;NULL;NULL;30/10/2022;75,5827636;;;;;;;;;;;;
Broadcom Inc.;AVGO.O;US11135F1012;NULL;NULL;31/10/2021;74,24720543;;;;;;;;;;;;
Broadcom Inc.;AVGO.O;US11135F1012;NULL;NULL;01/11/2020;70,46098626;;;;;;;;;;;;
Broadcom Inc.;AVGO.O;US11135F1012;NULL;NULL;03/11/2019;46,32479266;;;;;;;;;;;;
Broadcom Inc.;AVGO.O;US11135F1012;NULL;NULL;04/11/2018;35,44648925;;;;;;;;;;;;
Broadridge Financial Solutions, Inc.;BR;US11133T1034;Business Services, Not Elsewhere Classified;7389;30/06/2024;69,97457863;;;;;;;;;;;;
Broadridge Financial Solutions, Inc.;BR;US11133T1034;NULL;NULL;30/06/2023;66,15406354;;;;;;;;;;;;
Broadridge Financial Solutions, Inc.;BR;US11133T1034;NULL;NULL;30/06/2022;67,44459012;;;;;;;;;;;;
Broadridge Financial Solutions, Inc.;BR;US11133T1034;NULL;NULL;30/06/2021;75,75352985;;;;;;;;;;;;
Broadridge Financial Solutions, Inc.;BR;US11133T1034;NULL;NULL;30/06/2020;72,18674674;;;;;;;;;;;;
Broadridge Financial Solutions, Inc.;BR;US11133T1034;NULL;NULL;30/06/2019;45,37273705;;;;;;;;;;;;
Broadridge Financial Solutions, Inc.;BR;US11133T1034;NULL;NULL;30/06/2018;42,89454264;;;;;;;;;;;;
Brown-Forman Corporation (Class B);BFb;US1156372096;NULL;2085;30/04/2023;56,83288502;;;;;;;;;;;;
Brown-Forman Corporation (Class B);BFb;US1156372096;NULL;NULL;30/04/2022;55,39784535;;;;;;;;;;;;
Brown-Forman Corporation (Class B);BFb;US1156372096;NULL;NULL;30/04/2021;55,29927171;;;;;;;;;;;;
Brown-Forman Corporation (Class B);BFb;US1156372096;NULL;NULL;30/04/2020;57,78979198;;;;;;;;;;;;
Brown-Forman Corporation (Class B);BFb;US1156372096;NULL;NULL;30/04/2019;56,1266453;;;;;;;;;;;;
Brown-Forman Corporation (Class B);BFb;US1156372096;NULL;NULL;30/04/2018;58,56963683;;;;;;;;;;;;
Builders FirstSource, Inc.;BLDR.K;US12008R1077;Lumber and Other Building Materials Dealers;5211;31/12/2023;43,81673915;;;;;;;;;;;;
Builders FirstSource, Inc.;BLDR.K;US12008R1077;NULL;NULL;31/12/2022;35,15191762;;;;;;;;;;;;
Builders FirstSource, Inc.;BLDR.K;US12008R1077;NULL;NULL;31/12/2021;27,08936015;;;;;;;;;;;;
Builders FirstSource, Inc.;BLDR.K;US12008R1077;NULL;NULL;31/12/2020;29,52666771;;;;;;;;;;;;
Builders FirstSource, Inc.;BLDR.K;US12008R1077;NULL;NULL;31/12/2019;25,698843;;;;;;;;;;;;
Builders FirstSource, Inc.;BLDR.K;US12008R1077;NULL;NULL;31/12/2018;21,47662967;;;;;;;;;;;;
Bunge Limited;BG;CH1300646267;NULL;3577;31/12/2023;82,21034676;;;;;;;;;;;;
Bunge Limited;BG;CH1300646267;NULL;NULL;31/12/2022;81,54875743;;;;;;;;;;;;
Bunge Limited;BG;CH1300646267;NULL;NULL;31/12/2021;78,23329754;;;;;;;;;;;;
Bunge Limited;BG;CH1300646267;NULL;NULL;31/12/2020;76,03224283;;;;;;;;;;;;
Bunge Limited;BG;CH1300646267;NULL;NULL;31/12/2019;77,59816775;;;;;;;;;;;;
Bunge Limited;BG;CH1300646267;NULL;NULL;31/12/2018;70,02108004;;;;;;;;;;;;
C.H. Robinson Worldwide, Inc.;CHRW.O;US12541W2098;Arrangement of Transportation of Freight and Cargo;4731;31/12/2023;40,36579019;;;;;;;;;;;;
C.H. Robinson Worldwide, Inc.;CHRW.O;US12541W2098;NULL;NULL;31/12/2022;42,16489646;;;;;;;;;;;;
C.H. Robinson Worldwide, Inc.;CHRW.O;US12541W2098;NULL;NULL;31/12/2021;44,53196688;;;;;;;;;;;;
C.H. Robinson Worldwide, Inc.;CHRW.O;US12541W2098;NULL;NULL;31/12/2020;44,06803481;;;;;;;;;;;;
C.H. Robinson Worldwide, Inc.;CHRW.O;US12541W2098;NULL;NULL;31/12/2019;46,15150458;;;;;;;;;;;;
C.H. Robinson Worldwide, Inc.;CHRW.O;US12541W2098;NULL;NULL;31/12/2018;41,9465363;;;;;;;;;;;;
Cadence Design Systems, Inc.;CDNS.O;US1273871087;Prepackaged Software;7372;31/12/2023;75,4221209;;;;;;;;;;;;
Cadence Design Systems, Inc.;CDNS.O;US1273871087;NULL;NULL;31/12/2022;76,03655897;;;;;;;;;;;;
Cadence Design Systems, Inc.;CDNS.O;US1273871087;NULL;NULL;01/01/2022;75,07792303;;;;;;;;;;;;
Cadence Design Systems, Inc.;CDNS.O;US1273871087;NULL;NULL;02/01/2021;86,92513754;;;;;;;;;;;;
Cadence Design Systems, Inc.;CDNS.O;US1273871087;NULL;NULL;28/12/2019;74,03424975;;;;;;;;;;;;
Cadence Design Systems, Inc.;CDNS.O;US1273871087;NULL;NULL;29/12/2018;49,00587777;;;;;;;;;;;;
Caesars Entertainment, Inc.;CZR.O;US12769G1004;Hotels and Motels;7011;31/12/2023;61,66080748;;;;;;;;;;;;
Caesars Entertainment, Inc.;CZR.O;US12769G1004;NULL;NULL;31/12/2022;66,8949622;;;;;;;;;;;;
Caesars Entertainment, Inc.;CZR.O;US12769G1004;NULL;NULL;31/12/2021;69,4176526;;;;;;;;;;;;
Caesars Entertainment, Inc.;CZR.O;US12769G1004;NULL;NULL;31/12/2020;64,26807855;;;;;;;;;;;;
Caesars Entertainment, Inc.;CZR.O;US12769G1004;NULL;NULL;31/12/2019;22,40057761;;;;;;;;;;;;
Caesars Entertainment, Inc.;CZR.O;US12769G1004;NULL;NULL;31/12/2018;20,65620404;;;;;;;;;;;;
Camden Property Trust;CPT;US1331311027;Real Estate Investment Trusts;6798;31/12/2023;78,02400551;;;;;;;;;;;;
Camden Property Trust;CPT;US1331311027;NULL;NULL;31/12/2022;62,11044374;;;;;;;;;;;;
Camden Property Trust;CPT;US1331311027;NULL;NULL;31/12/2021;62,20304754;;;;;;;;;;;;
Camden Property Trust;CPT;US1331311027;NULL;NULL;31/12/2020;67,16642919;;;;;;;;;;;;
Camden Property Trust;CPT;US1331311027;NULL;NULL;31/12/2019;50,57501888;;;;;;;;;;;;
Camden Property Trust;CPT;US1331311027;NULL;NULL;31/12/2018;45,43892938;;;;;;;;;;;;
Campbell Soup Company;CPB.O;US1344291091;NULL;2032;30/07/2023;65,3750973;;;;;;;;;;;;
Campbell Soup Company;CPB.O;US1344291091;NULL;NULL;31/07/2022;69,84223163;;;;;;;;;;;;
Campbell Soup Company;CPB.O;US1344291091;NULL;NULL;01/08/2021;72,81312385;;;;;;;;;;;;
Campbell Soup Company;CPB.O;US1344291091;NULL;NULL;02/08/2020;75,17303488;;;;;;;;;;;;
Campbell Soup Company;CPB.O;US1344291091;NULL;NULL;28/07/2019;80,77343931;;;;;;;;;;;;
Campbell Soup Company;CPB.O;US1344291091;NULL;NULL;29/07/2018;88,32940466;;;;;;;;;;;;
CarMax, Inc.;KMX;US1431301027;NULL;5521;28/02/2023;56,17010357;;;;;;;;;;;;
CarMax, Inc.;KMX;US1431301027;NULL;NULL;28/02/2022;58,55830646;;;;;;;;;;;;
CarMax, Inc.;KMX;US1431301027;NULL;NULL;28/02/2021;53,18492183;;;;;;;;;;;;
CarMax, Inc.;KMX;US1431301027;NULL;NULL;29/02/2020;44,4723904;;;;;;;;;;;;
CarMax, Inc.;KMX;US1431301027;NULL;NULL;28/02/2019;47,2731001;;;;;;;;;;;;
CarMax, Inc.;KMX;US1431301027;NULL;NULL;28/02/2018;48,61281873;;;;;;;;;;;;
Carnival Corporation & plc;CCL;PA1436583006;NULL;4512;30/11/2023;82,06786375;;;;;;;;;;;;
Carnival Corporation & plc;CCL;PA1436583006;NULL;NULL;30/11/2022;78,01615796;;;;;;;;;;;;
Carnival Corporation & plc;CCL;PA1436583006;NULL;NULL;30/11/2021;75,85189302;;;;;;;;;;;;
Carnival Corporation & plc;CCL;PA1436583006;NULL;NULL;30/11/2020;82,82653916;;;;;;;;;;;;
Carnival Corporation & plc;CCL;PA1436583006;NULL;NULL;30/11/2019;82,84332128;;;;;;;;;;;;
Carnival Corporation & plc;CCL;PA1436583006;NULL;NULL;30/11/2018;80,50013364;;;;;;;;;;;;
Carrier Global Corporation;CARR.K;US14448C1045;Air- Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment;3585;31/12/2023;62,20881285;;;;;;;;;;;;
Carrier Global Corporation;CARR.K;US14448C1045;NULL;NULL;31/12/2022;65,54514934;;;;;;;;;;;;
Carrier Global Corporation;CARR.K;US14448C1045;NULL;NULL;31/12/2021;59,80789687;;;;;;;;;;;;
Carrier Global Corporation;CARR.K;US14448C1045;NULL;NULL;31/12/2020;59,65725095;;;;;;;;;;;;
Carrier Global Corporation;CARR.K;US14448C1045;NULL;NULL;31/12/2019;NULL;;;;;;;;;;;;
Carrier Global Corporation;CARR.K;US14448C1045;NULL;NULL;31/12/2018;NULL;;;;;;;;;;;;
Catalent, Inc.;CTLT.K^L24;US1488061029;Pharmaceutical Preparations;2834;30/06/2023;51,98783035;;;;;;;;;;;;
Catalent, Inc.;CTLT.K^L24;US1488061029;NULL;NULL;30/06/2022;58,91720802;;;;;;;;;;;;
Catalent, Inc.;CTLT.K^L24;US1488061029;NULL;NULL;30/06/2021;54,11097009;;;;;;;;;;;;
Catalent, Inc.;CTLT.K^L24;US1488061029;NULL;NULL;30/06/2020;53,15718881;;;;;;;;;;;;
Catalent, Inc.;CTLT.K^L24;US1488061029;NULL;NULL;30/06/2019;45,11263217;;;;;;;;;;;;
Catalent, Inc.;CTLT.K^L24;US1488061029;NULL;NULL;30/06/2018;42,48764645;;;;;;;;;;;;
Caterpillar Inc.;CAT;US1491231015;Construction Machinery and Equipment;3531;31/12/2023;80,64181396;;;;;;;;;;;;
Caterpillar Inc.;CAT;US1491231015;NULL;NULL;31/12/2022;82,76498303;;;;;;;;;;;;
Caterpillar Inc.;CAT;US1491231015;NULL;NULL;31/12/2021;83,96941957;;;;;;;;;;;;
Caterpillar Inc.;CAT;US1491231015;NULL;NULL;31/12/2020;74,47747256;;;;;;;;;;;;
Caterpillar Inc.;CAT;US1491231015;NULL;NULL;31/12/2019;68,58513178;;;;;;;;;;;;
Caterpillar Inc.;CAT;US1491231015;NULL;NULL;31/12/2018;75,55442318;;;;;;;;;;;;
CBRE Group, Inc.;CBRE.K;US12504L1098;NULL;4731;31/12/2023;79,31337461;;;;;;;;;;;;
CBRE Group, Inc.;CBRE.K;US12504L1098;NULL;NULL;31/12/2022;86,86469808;;;;;;;;;;;;
CBRE Group, Inc.;CBRE.K;US12504L1098;NULL;NULL;31/12/2021;87,96002236;;;;;;;;;;;;
CBRE Group, Inc.;CBRE.K;US12504L1098;NULL;NULL;31/12/2020;84,52696421;;;;;;;;;;;;
CBRE Group, Inc.;CBRE.K;US12504L1098;NULL;NULL;31/12/2019;88,46737072;;;;;;;;;;;;
CBRE Group, Inc.;CBRE.K;US12504L1098;NULL;NULL;31/12/2018;92,50195101;;;;;;;;;;;;
CDW Corporation;CDW.O;US12514G1085;Catalog and Mail- Order houses;5961;31/12/2023;61,43416622;;;;;;;;;;;;
CDW Corporation;CDW.O;US12514G1085;NULL;NULL;31/12/2022;52,07963752;;;;;;;;;;;;
CDW Corporation;CDW.O;US12514G1085;NULL;NULL;31/12/2021;57,01671245;;;;;;;;;;;;
CDW Corporation;CDW.O;US12514G1085;NULL;NULL;31/12/2020;55,2902558;;;;;;;;;;;;
CDW Corporation;CDW.O;US12514G1085;NULL;NULL;31/12/2019;44,74731056;;;;;;;;;;;;
CDW Corporation;CDW.O;US12514G1085;NULL;NULL;31/12/2018;33,52436317;;;;;;;;;;;;
Celanese Corporation;CE;US1508701034;NULL;2821;31/12/2023;71,39998627;;;;;;;;;;;;
Celanese Corporation;CE;US1508701034;NULL;NULL;31/12/2022;70,4598514;;;;;;;;;;;;
Celanese Corporation;CE;US1508701034;NULL;NULL;31/12/2021;67,74519498;;;;;;;;;;;;
Celanese Corporation;CE;US1508701034;NULL;NULL;31/12/2020;62,42784114;;;;;;;;;;;;
Celanese Corporation;CE;US1508701034;NULL;NULL;31/12/2019;48,31013481;;;;;;;;;;;;
Celanese Corporation;CE;US1508701034;NULL;NULL;31/12/2018;38,87582337;;;;;;;;;;;;
CoreSite Realty Corporation (acquired, formerly);COR;US03073E1055;Drugs, Drug Proprietaries, and Druggists' Sundries;5122;30/09/2024;71,51055366;;;;;;;;;;;;
CoreSite Realty Corporation (acquired, formerly);COR;US03073E1055;NULL;NULL;30/09/2023;69,81405499;;;;;;;;;;;;
CoreSite Realty Corporation (acquired, formerly);COR;US03073E1055;NULL;NULL;30/09/2022;71,17953812;;;;;;;;;;;;
CoreSite Realty Corporation (acquired, formerly);COR;US03073E1055;NULL;NULL;30/09/2021;76,71851158;;;;;;;;;;;;
CoreSite Realty Corporation (acquired, formerly);COR;US03073E1055;NULL;NULL;30/09/2020;74,56429727;;;;;;;;;;;;
CoreSite Realty Corporation (acquired, formerly);COR;US03073E1055;NULL;NULL;30/09/2019;68,70804489;;;;;;;;;;;;
CoreSite Realty Corporation (acquired, formerly);COR;US03073E1055;NULL;NULL;30/09/2018;65,56190147;;;;;;;;;;;;
Centene Corporation;CNC;US15135B1017;Hospital and Medical Service Plans;6324;31/12/2023;76,83292041;;;;;;;;;;;;
Centene Corporation;CNC;US15135B1017;NULL;NULL;31/12/2022;71,67829964;;;;;;;;;;;;
Centene Corporation;CNC;US15135B1017;NULL;NULL;31/12/2021;66,89572032;;;;;;;;;;;;
Centene Corporation;CNC;US15135B1017;NULL;NULL;31/12/2020;62,23301099;;;;;;;;;;;;
Centene Corporation;CNC;US15135B1017;NULL;NULL;31/12/2019;44,42016161;;;;;;;;;;;;
Centene Corporation;CNC;US15135B1017;NULL;NULL;31/12/2018;38,16216019;;;;;;;;;;;;
CenterPoint Energy, Inc.;CNP;US15189T1079;Electric Services;4911;31/12/2023;46,55250189;;;;;;;;;;;;
CenterPoint Energy, Inc.;CNP;US15189T1079;NULL;NULL;31/12/2022;47,29410303;;;;;;;;;;;;
CenterPoint Energy, Inc.;CNP;US15189T1079;NULL;NULL;31/12/2021;40,80718102;;;;;;;;;;;;
CenterPoint Energy, Inc.;CNP;US15189T1079;NULL;NULL;31/12/2020;34,77443882;;;;;;;;;;;;
